Date,Open,High,Low,Close,Adj Close,Volume
2008-05-15,0.235080,0.238180,0.233310,0.235080,-0.355292,73018
2008-05-16,null,null,null,null,null,null
2008-05-19,0.236850,0.239070,0.235080,0.236850,-0.357967,161390
2008-05-20,0.235970,0.236850,0.235080,0.235970,-0.356637,133147
2008-05-21,0.242610,0.242610,0.239070,0.242610,-0.366672,1105137
2008-05-22,0.249250,0.250130,0.243050,0.249250,-0.376708,2498671
2008-05-23,null,null,null,null,null,null
2008-05-27,0.252350,0.254560,0.251020,0.252350,-0.381393,1652929
2008-05-28,0.251910,0.256330,0.251910,0.251910,-0.380728,1250630
2008-05-29,0.254120,0.256770,0.251020,0.254120,-0.384068,2079702
2008-05-30,null,null,null,null,null,null
2008-06-02,0.268730,0.275810,0.258990,0.268730,-0.406149,6124676
2008-06-03,0.273160,0.274040,0.266070,0.273160,-0.412845,2845874
2008-06-04,0.279800,0.279800,0.274040,0.279800,-0.422880,5732278
2008-06-05,0.275810,0.283340,0.274480,0.275810,-0.416850,3988538
2008-06-06,null,null,null,null,null,null
2008-06-09,0.279800,0.280680,0.272270,0.279800,-0.422880,1389098
2008-06-10,0.280240,0.281120,0.277580,0.280240,-0.423545,1695263
2008-06-11,0.295290,0.300600,0.280240,0.295290,-0.446291,8269676
2008-06-12,0.296180,0.305030,0.292190,0.296180,-0.447636,7721890
2008-06-13,null,null,null,null,null,null
2008-06-16,0.303700,0.307690,0.301050,0.303700,-0.459002,4988136
2008-06-17,0.307690,0.318310,0.307690,0.307690,-0.465032,4664047
2008-06-18,0.301050,0.314330,0.301050,0.301050,-0.454997,2128682
2008-06-19,0.288650,0.301050,0.277140,0.288650,-0.436256,2758766
2008-06-20,null,null,null,null,null,null
2008-06-23,0.270500,0.274480,0.270060,0.270500,-0.408824,651762
2008-06-24,0.272270,0.275810,0.269170,0.272270,-0.411499,999618
2008-06-25,0.259980,0.282480,0.259980,0.259980,-0.392925,270212
2008-06-26,0.257980,0.262980,0.257980,0.257980,-0.389902,218742
2008-06-27,null,null,null,null,null,null
2008-06-30,0.247980,0.252480,0.244980,0.247980,-0.374788,249579
2008-07-01,0.252480,0.257480,0.249980,0.252480,-0.381590,948733
2008-07-02,0.261980,0.261980,0.254480,0.261980,-0.395948,542081
2008-07-03,0.269480,0.277480,0.262480,0.269480,-0.407283,1342682
2008-07-07,0.286980,0.286980,0.267480,0.286980,-0.433732,2768406
2008-07-08,0.284980,0.292480,0.282480,0.284980,-0.430709,4815203
2008-07-09,0.279980,0.284980,0.279980,0.279980,-0.423152,767812
2008-07-10,0.279980,0.284980,0.279980,0.279980,-0.423152,712727
2008-07-11,null,null,null,null,null,null
2008-07-14,0.281480,0.286980,0.277480,0.281480,-0.425419,1425617
2008-07-15,0.287480,0.292480,0.282480,0.287480,-0.434487,4821091
2008-07-16,0.281980,0.289980,0.279980,0.281980,-0.426175,1974646
2008-07-17,0.282480,0.283480,0.279480,0.282480,-0.426930,1368508
2008-07-18,null,null,null,null,null,null
2008-07-21,0.267980,0.279980,0.267480,0.267980,-0.405016,488251
2008-07-22,0.269980,0.269980,0.262480,0.269980,-0.408038,126060
2008-07-23,0.274980,0.278980,0.272480,0.274980,-0.415595,1185683
2008-07-24,null,null,null,null,null,null
2008-07-25,null,null,null,null,null,null
2008-07-28,0.254980,0.269980,0.249980,0.254980,-0.385368,3006400
2008-07-29,0.249480,0.254980,0.239980,0.249480,-0.377055,907476
2008-07-30,0.247480,0.254480,0.246980,0.247480,-0.374033,843270
2008-07-31,null,null,null,null,null,null
2008-08-01,null,null,null,null,null,null
2008-08-04,0.259980,0.263480,0.258480,0.259980,-0.392925,1130094
2008-08-05,0.247980,0.260480,0.247480,0.247980,-0.374788,2073173
2008-08-06,0.247480,0.249980,0.239980,0.247480,-0.374033,691058
2008-08-07,0.239980,0.246980,0.239980,0.239980,-0.362697,531844
2008-08-08,null,null,null,null,null,null
2008-08-11,0.219980,0.244980,0.214480,0.219980,-0.332470,2193983
2008-08-12,0.227980,0.234980,0.219480,0.227980,-0.344561,1273306
2008-08-13,0.244980,0.246980,0.231480,0.244980,-0.370254,1037486
2008-08-14,0.237480,0.245480,0.233980,0.237480,-0.358919,774664
2008-08-15,null,null,null,null,null,null
2008-08-18,0.235980,0.237480,0.232480,0.235980,-0.356652,102401
2008-08-19,0.235480,0.235480,0.232980,0.235480,-0.355896,243656
2008-08-20,0.225980,0.236980,0.225980,0.225980,-0.341538,777859
2008-08-21,0.221480,0.228980,0.219980,0.221480,-0.334737,862566
2008-08-22,null,null,null,null,null,null
2008-08-25,0.210480,0.214980,0.204980,0.210480,-0.318112,319297
2008-08-26,0.210480,0.214980,0.210480,0.210480,-0.318112,502344
2008-08-27,0.197480,0.208480,0.197480,0.197480,-0.298464,777097
2008-08-28,0.197480,0.200980,0.194480,0.197480,-0.298464,252333
2008-08-29,null,null,null,null,null,null
2008-09-02,0.182480,0.194980,0.179990,0.182480,-0.275794,477670
2008-09-03,0.167490,0.183980,0.167490,0.167490,-0.253139,747418
2008-09-04,0.159990,0.167490,0.158490,0.159990,-0.241803,1941762
2008-09-05,null,null,null,null,null,null
2008-09-08,0.154990,0.157490,0.144990,0.154990,-0.234247,840484
2008-09-09,0.147490,0.152490,0.146990,0.147490,-0.222911,465179
2008-09-10,0.137990,0.145990,0.137990,0.137990,-0.208553,661853
2008-09-11,0.128990,0.133990,0.128990,0.128990,-0.194951,883550
2008-09-12,null,null,null,null,null,null
2008-09-15,0.114990,0.137490,0.114990,0.114990,-0.173792,2695276
2008-09-16,0.118490,0.118490,0.109990,0.118490,-0.179082,2535719
2008-09-17,0.124990,0.124990,0.116990,0.124990,-0.188906,2415633
2008-09-18,0.135490,0.135490,0.124990,0.135490,-0.204775,2770855
2008-09-19,null,null,null,null,null,null
2008-09-22,0.157490,0.157490,0.152490,0.157490,-0.238025,689447
2008-09-23,0.170990,0.172990,0.160490,0.170990,-0.258428,6037932
2008-09-24,0.170490,0.174490,0.164990,0.170490,-0.257673,1520773
2008-09-25,0.162990,0.167490,0.162990,0.162990,-0.246337,1482603
2008-09-26,null,null,null,null,null,null
2008-09-29,0.171490,0.173490,0.169490,0.171490,-0.259184,1000607
2008-09-30,null,null,null,null,null,null
2008-10-01,null,null,null,null,null,null
2008-10-02,null,null,null,null,null,null
2008-10-03,null,null,null,null,null,null
2008-10-06,0.149990,0.164990,0.149990,0.149990,-0.226690,1458797
2008-10-07,0.136490,0.137990,0.136490,0.136490,-0.206286,246679
2008-10-08,0.129990,0.135490,0.122990,0.129990,-0.196462,1394756
2008-10-09,0.137490,0.137490,0.134990,0.137490,-0.207798,1528743
2008-10-10,null,null,null,null,null,null
2008-10-13,0.135990,0.135990,0.124990,0.135990,-0.205531,1775182
2008-10-14,0.144490,0.144490,0.143990,0.144490,-0.218377,838010
2008-10-15,0.141490,0.152490,0.134990,0.141490,-0.213843,3894532
2008-10-16,0.132490,0.136990,0.129990,0.132490,-0.200241,2149527
2008-10-17,null,null,null,null,null,null
2008-10-20,0.135990,0.138490,0.134990,0.135990,-0.205531,1403809
2008-10-21,0.132990,0.142490,0.132490,0.132990,-0.200996,1488830
2008-10-22,0.136490,0.137490,0.130990,0.136490,-0.206286,1572051
2008-10-23,0.130490,0.131990,0.126990,0.130490,-0.197218,1273656
2008-10-24,null,null,null,null,null,null
2008-10-27,0.105990,0.112990,0.105990,0.105990,-0.160190,972693
2008-10-28,0.097490,0.114990,0.097490,0.097490,-0.147343,1279634
2008-10-29,0.112490,0.112490,0.107490,0.112490,-0.170014,2836682
2008-10-30,0.115490,0.118490,0.113490,0.115490,-0.174548,1387956
2008-10-31,null,null,null,null,null,null
2008-11-03,0.123490,0.132490,0.119990,0.123490,-0.186639,924719
2008-11-04,0.127490,0.127990,0.124490,0.127490,-0.192684,1178576
2008-11-05,0.132990,0.135990,0.132490,0.132990,-0.200996,3192992
2008-11-06,0.133490,0.134490,0.120990,0.133490,-0.201752,2950986
2008-11-07,null,null,null,null,null,null
2008-11-10,0.129990,0.133490,0.128990,0.129990,-0.196462,1123371
2008-11-11,0.124990,0.131990,0.122990,0.124990,-0.188906,1357115
2008-11-12,0.119490,0.122490,0.114990,0.119490,-0.180593,1035242
2008-11-13,0.112490,0.116490,0.108990,0.112490,-0.170014,887206
2008-11-14,null,null,null,null,null,null
2008-11-17,0.101990,0.109990,0.100490,0.101990,-0.154144,1636696
2008-11-18,0.104490,0.106490,0.101990,0.104490,-0.157923,1301734
2008-11-19,0.107490,0.108490,0.104490,0.107490,-0.162457,2268105
2008-11-20,0.114490,0.116990,0.107490,0.114490,-0.173036,3391842
2008-11-21,null,null,null,null,null,null
2008-11-24,0.105990,0.108990,0.105490,0.105990,-0.160190,933020
2008-11-25,0.107990,0.111490,0.107990,0.107990,-0.163212,3176234
2008-11-26,null,null,null,null,null,null
2008-11-28,null,null,null,null,null,null
2008-12-01,0.107990,0.110990,0.107490,0.107990,-0.163212,1400479
2008-12-02,0.105990,0.106990,0.103990,0.105990,-0.160190,1092601
2008-12-03,0.106490,0.107490,0.106490,0.106490,-0.160945,352069
2008-12-04,0.106490,0.107990,0.105990,0.106490,-0.160945,295859
2008-12-05,null,null,null,null,null,null
2008-12-08,null,null,null,null,null,null
2008-12-09,null,null,null,null,null,null
2008-12-10,null,null,null,null,null,null
2008-12-11,null,null,null,null,null,null
2008-12-12,null,null,null,null,null,null
2008-12-15,0.103490,0.104990,0.101490,0.103490,-0.156411,447055
2008-12-16,0.102490,0.104990,0.101490,0.102490,-0.154900,508506
2008-12-17,0.102490,0.104490,0.102490,0.102490,-0.154900,1040933
2008-12-18,0.102490,0.103990,0.102490,0.102490,-0.154900,333054
2008-12-19,null,null,null,null,null,null
2008-12-22,0.086490,0.093490,0.086490,0.086490,-0.130718,447245
2008-12-23,0.079490,0.085990,0.079490,0.079490,-0.120138,378431
2008-12-24,0.071990,0.072490,0.071990,0.071990,-0.108803,122810
2008-12-26,null,null,null,null,null,null
2008-12-29,0.068490,0.073490,0.067990,0.068490,-0.103513,1294722
2008-12-30,null,null,null,null,null,null
2008-12-31,null,null,null,null,null,null
2009-01-02,null,null,null,null,null,null
2009-01-05,0.072490,0.079990,0.072490,0.072490,-0.109559,1333669
2009-01-06,0.069490,0.072490,0.069490,0.069490,-0.105025,579500
2009-01-07,0.071990,0.072490,0.069490,0.071990,-0.108803,75486
2009-01-08,0.070990,0.071990,0.069490,0.070990,-0.107292,186137
2009-01-09,null,null,null,null,null,null
2009-01-12,0.068990,0.070990,0.068490,0.068990,-0.104269,272923
2009-01-13,0.066490,0.067490,0.065490,0.066490,-0.100491,231479
2009-01-14,0.062990,0.064990,0.060490,0.062990,-0.095201,451750
2009-01-15,0.060990,0.062490,0.060000,0.060990,-0.092178,200531
2009-01-16,null,null,null,null,null,null
2009-01-20,0.050000,0.050500,0.050000,0.050000,-0.075568,926907
2009-01-21,0.045000,0.045500,0.045000,0.045000,-0.068011,372485
2009-01-22,0.049500,0.049500,0.047500,0.049500,-0.074813,2044176
2009-01-23,null,null,null,null,null,null
2009-01-26,0.058500,0.058500,0.054500,0.058500,-0.088415,1336845
2009-01-27,0.057000,0.062990,0.056500,0.057000,-0.086148,2381318
2009-01-28,0.057500,0.061490,0.055500,0.057500,-0.086904,752223
2009-01-29,0.057500,0.058500,0.055500,0.057500,-0.086904,514743
2009-01-30,null,null,null,null,null,null
2009-02-02,0.056500,0.056500,0.051500,0.056500,-0.085392,756017
2009-02-03,0.053000,0.055000,0.052500,0.053000,-0.080102,188736
2009-02-04,0.052000,0.054000,0.051000,0.052000,-0.078591,422777
2009-02-05,0.054500,0.055500,0.052500,0.054500,-0.082369,539959
2009-02-06,null,null,null,null,null,null
2009-02-09,0.055000,0.057000,0.054000,0.055000,-0.083125,364550
2009-02-10,0.055000,0.055000,0.054000,0.055000,-0.083125,165794
2009-02-11,0.059000,0.059500,0.055000,0.059000,-0.089171,1194143
2009-02-12,0.060000,0.073490,0.064990,0.060000,-0.090682,2949019
2009-02-13,null,null,null,null,null,null
2009-02-17,0.064990,0.073490,0.064990,0.064990,-0.098224,5410650
2009-02-18,null,null,null,null,null,null
2009-02-19,0.070490,0.069990,0.068990,0.070490,-0.106536,2480794
2009-02-20,null,null,null,null,null,null
2009-02-23,0.069490,0.071490,0.068990,0.069490,-0.105025,954969
2009-02-24,0.065490,0.070490,0.065490,0.065490,-0.098979,783387
2009-02-25,0.066990,0.068490,0.065990,0.066990,-0.101246,1557916
2009-02-26,0.070490,0.070990,0.067990,0.070490,-0.106536,3851485
2009-02-27,null,null,null,null,null,null
2009-03-02,0.067490,0.069490,0.067490,0.067490,-0.102002,922929
2009-03-03,0.065990,0.067990,0.064990,0.065990,-0.099735,918138
2009-03-04,0.066990,0.067990,0.065490,0.066990,-0.101246,1409323
2009-03-05,0.068490,0.068990,0.067990,0.068490,-0.103513,416213
2009-03-06,null,null,null,null,null,null
2009-03-09,0.068490,0.070990,0.067990,0.068490,-0.103513,1550129
2009-03-10,0.068990,0.070990,0.068990,0.068990,-0.104269,1989566
2009-03-11,0.067990,0.069990,0.066990,0.067990,-0.102758,899275
2009-03-12,null,null,null,null,null,null
2009-03-13,null,null,null,null,null,null
2009-03-16,0.066490,0.067990,0.065990,0.066490,-0.100491,526844
2009-03-17,0.065990,0.067490,0.065990,0.065990,-0.099735,371031
2009-03-18,0.066490,0.067490,0.066490,0.066490,-0.100491,427636
2009-03-19,0.066990,0.069490,0.066490,0.066990,-0.101246,817468
2009-03-20,null,null,null,null,null,null
2009-03-23,0.071990,0.071990,0.067990,0.071990,-0.108803,3534608
2009-03-24,0.077490,0.077490,0.071990,0.077490,-0.117116,4440170
2009-03-25,0.078490,0.082490,0.077990,0.078490,-0.118627,7601433
2009-03-26,0.077990,0.079990,0.077490,0.077990,-0.117871,2934044
2009-03-27,null,null,null,null,null,null
2009-03-30,0.070490,0.074490,0.070490,0.070490,-0.106536,1128696
2009-03-31,0.072990,0.074990,0.071490,0.072990,-0.110315,1623043
2009-04-01,0.077490,0.078490,0.074990,0.077490,-0.117116,2555451
2009-04-02,0.080490,0.081990,0.079490,0.080490,-0.121650,6103852
2009-04-03,null,null,null,null,null,null
2009-04-06,0.088990,0.090990,0.087490,0.088990,-0.134496,6496727
2009-04-07,0.087490,0.089490,0.086990,0.087490,-0.132229,4884480
2009-04-08,0.083990,0.086990,0.083990,0.083990,-0.126940,3307241
2009-04-09,0.086990,0.087490,0.082990,0.086990,-0.131474,2604653
2009-04-13,0.091490,0.092490,0.090490,0.091490,-0.138275,5252515
2009-04-14,0.090490,0.092490,0.089990,0.090490,-0.136763,2873341
2009-04-15,0.090990,0.091490,0.088490,0.090990,-0.137519,1455467
2009-04-16,0.093990,0.096990,0.090490,0.093990,-0.142053,14202984
2009-04-17,null,null,null,null,null,null
2009-04-20,0.095990,0.102490,0.094990,0.095990,-0.145076,5236648
2009-04-21,0.093990,0.094490,0.090490,0.093990,-0.142053,1229262
2009-04-22,0.097490,0.098990,0.093490,0.097490,-0.147343,3101858
2009-04-23,0.095490,0.099990,0.094490,0.095490,-0.144320,1928560
2009-04-24,null,null,null,null,null,null
2009-04-27,null,null,null,null,null,null
2009-04-28,0.093990,0.094490,0.086490,0.093990,-0.142053,1130100
2009-04-29,0.094490,0.095990,0.092990,0.094490,-0.142809,1134472
2009-04-30,0.094490,0.096990,0.093490,0.094490,-0.142809,1158010
2009-05-01,null,null,null,null,null,null
2009-05-04,0.094990,0.096990,0.094990,0.094990,-0.143565,1100104
2009-05-05,0.095490,0.096490,0.094990,0.095490,-0.144320,343877
2009-05-06,0.096490,0.097490,0.094990,0.096490,-0.145832,2092646
2009-05-07,0.095990,0.098490,0.095490,0.095990,-0.145076,2972881
2009-05-08,null,null,null,null,null,null
2009-05-11,0.097490,0.099990,0.096990,0.097490,-0.147343,2045902
2009-05-12,0.098990,0.099990,0.094990,0.098990,-0.149610,1131204
2009-05-13,0.100490,0.101490,0.099490,0.100490,-0.151877,2448676
2009-05-14,0.097990,0.100990,0.097990,0.097990,-0.148099,1241317
2009-05-15,null,null,null,null,null,null
2009-05-18,0.102990,0.105990,0.100490,0.102990,-0.155656,4333165
2009-05-19,0.108490,0.111490,0.104490,0.108490,-0.163968,9207998
2009-05-20,0.111490,0.113490,0.109490,0.111490,-0.168502,6078754
2009-05-21,0.112990,0.114490,0.110990,0.112990,-0.170769,6160847
2009-05-22,null,null,null,null,null,null
2009-05-26,0.112990,0.114490,0.112490,0.112990,-0.170769,1450841
2009-05-27,0.113990,0.115990,0.112990,0.113990,-0.172281,2753723
2009-05-28,0.112490,0.114490,0.109990,0.112490,-0.170014,3094334
2009-05-29,null,null,null,null,null,null
2009-06-01,0.122090,0.123740,0.114390,0.122090,-0.184523,5902387
2009-06-02,0.123190,0.125940,0.120990,0.123190,-0.186185,3159643
2009-06-03,0.115490,0.123190,0.112740,0.115490,-0.174548,2883887
2009-06-04,0.117140,0.118240,0.115490,0.117140,-0.177041,3024848
2009-06-05,null,null,null,null,null,null
2009-06-08,0.112740,0.117140,0.109990,0.112740,-0.170391,1692884
2009-06-09,0.109990,0.114390,0.109990,0.109990,-0.166235,934227
2009-06-10,0.122640,0.122640,0.112740,0.122640,-0.185354,10031767
2009-06-11,0.120990,0.124840,0.119340,0.120990,-0.182860,5146190
2009-06-12,null,null,null,null,null,null
2009-06-15,0.123740,0.124840,0.120990,0.123740,-0.187016,4652333
2009-06-16,0.124840,0.124840,0.122090,0.124840,-0.188679,4475431
2009-06-17,0.126490,0.131990,0.124840,0.126490,-0.191173,22210230
2009-06-18,0.125390,0.126490,0.124290,0.125390,-0.189510,2802666
2009-06-19,null,null,null,null,null,null
2009-06-22,0.126490,0.128690,0.123190,0.126490,-0.191173,4540158
2009-06-23,0.123740,0.125940,0.123740,0.123740,-0.187016,1999412
2009-06-24,0.123190,0.124840,0.122090,0.123190,-0.186185,2480555
2009-06-25,0.123190,0.125390,0.122640,0.123190,-0.186185,2073736
2009-06-26,null,null,null,null,null,null
2009-06-29,0.120440,0.120440,0.115490,0.120440,-0.182029,1507024
2009-06-30,0.118790,0.123190,0.118790,0.118790,-0.179535,1496786
2009-07-01,0.123190,0.125390,0.118240,0.123190,-0.186185,3783673
2009-07-02,0.121540,0.125940,0.120990,0.121540,-0.183691,2954699
2009-07-06,0.120440,0.123190,0.119890,0.120440,-0.182029,703784
2009-07-07,0.121540,0.122090,0.116040,0.121540,-0.183691,1760968
2009-07-08,0.115490,0.120990,0.115490,0.115490,-0.174548,1205851
2009-07-09,0.114390,0.117690,0.109990,0.114390,-0.172885,2003629
2009-07-10,null,null,null,null,null,null
2009-07-13,0.099540,0.108340,0.099540,0.099540,-0.150441,2546463
2009-07-14,0.108340,0.108890,0.102840,0.108340,-0.163741,2568536
2009-07-15,0.115490,0.115490,0.108890,0.115490,-0.174548,2844546
2009-07-16,0.116590,0.119340,0.116590,0.116590,-0.176210,5600044
2009-07-17,null,null,null,null,null,null
2009-07-20,null,null,null,null,null,null
2009-07-21,0.119890,0.122640,0.118790,0.119890,-0.181198,2543750
2009-07-22,0.117690,0.120440,0.117140,0.117690,-0.177873,1934094
2009-07-23,null,null,null,null,null,null
2009-07-24,null,null,null,null,null,null
2009-07-27,0.122640,0.122640,0.119340,0.122640,-0.185354,3488972
2009-07-28,0.120440,0.123740,0.119890,0.120440,-0.182029,759310
2009-07-29,0.119890,0.119890,0.118240,0.119890,-0.181198,401057
2009-07-30,null,null,null,null,null,null
2009-07-31,null,null,null,null,null,null
2009-08-03,0.127590,0.127590,0.124290,0.127590,-0.192835,4145943
2009-08-04,0.127040,0.128140,0.125390,0.127040,-0.192004,2105021
2009-08-05,0.129240,0.131440,0.125940,0.129240,-0.195329,5005149
2009-08-06,0.133090,0.134740,0.130890,0.133090,-0.201148,6782684
2009-08-07,null,null,null,null,null,null
2009-08-10,0.131990,0.135840,0.130890,0.131990,-0.199485,1432746
2009-08-11,0.135290,0.136940,0.129790,0.135290,-0.204473,6983783
2009-08-12,null,null,null,null,null,null
2009-08-13,0.131990,0.133090,0.130340,0.131990,-0.199485,524576
2009-08-14,null,null,null,null,null,null
2009-08-17,0.128690,0.129790,0.128140,0.128690,-0.194498,921331
2009-08-18,0.128690,0.130890,0.126490,0.128690,-0.194498,1804477
2009-08-19,0.129240,0.131440,0.128140,0.129240,-0.195329,879535
2009-08-20,0.130890,0.131440,0.129790,0.130890,-0.197823,2296820
2009-08-21,null,null,null,null,null,null
2009-08-24,0.133090,0.135290,0.131990,0.133090,-0.201148,1558142
2009-08-25,0.135840,0.136940,0.130890,0.135840,-0.205304,3796481
2009-08-26,0.146840,0.147390,0.136940,0.146840,-0.221929,19758902
2009-08-27,0.146840,0.149590,0.143540,0.146840,-0.221929,7397154
2009-08-28,null,null,null,null,null,null
2009-08-31,null,null,null,null,null,null
2009-09-01,0.147940,0.150140,0.147390,0.147940,-0.223591,2631921
2009-09-02,0.147940,0.151240,0.146840,0.147940,-0.223591,3130453
2009-09-03,0.147390,0.149040,0.147390,0.147390,-0.222760,1210484
2009-09-04,null,null,null,null,null,null
2009-09-08,0.151790,0.153990,0.149590,0.151790,-0.229410,1768233
2009-09-09,0.151790,0.155090,0.151240,0.151790,-0.229410,718478
2009-09-10,0.152340,0.155090,0.152340,0.152340,-0.230241,2380131
2009-09-11,null,null,null,null,null,null
2009-09-14,0.156190,0.157840,0.155090,0.156190,-0.236060,1751138
2009-09-15,0.163890,0.166090,0.155090,0.163890,-0.247698,10266123
2009-09-16,0.167190,0.169390,0.164440,0.167190,-0.252685,6626464
2009-09-17,0.174890,0.175440,0.169390,0.174890,-0.264323,17162222
2009-09-18,null,null,null,null,null,null
2009-09-21,null,null,null,null,null,null
2009-09-22,null,null,null,null,null,null
2009-09-23,null,null,null,null,null,null
2009-09-24,null,null,null,null,null,null
2009-09-25,null,null,null,null,null,null
2009-09-28,0.164990,0.173790,0.164990,0.164990,-0.249360,7175752
2009-09-29,0.169390,0.172140,0.168290,0.169390,-0.256010,3622067
2009-09-30,0.166640,0.169940,0.165540,0.166640,-0.251854,2691297
2009-10-01,0.167190,0.171040,0.167190,0.167190,-0.252685,2757724
2009-10-02,null,null,null,null,null,null
2009-10-05,0.176540,0.176540,0.171040,0.176540,-0.266816,7346249
2009-10-06,0.173240,0.178740,0.171040,0.173240,-0.261829,4807796
2009-10-07,0.171590,0.174340,0.171040,0.171590,-0.259335,1599002
2009-10-08,0.171040,0.173240,0.170490,0.171040,-0.258504,1618862
2009-10-09,null,null,null,null,null,null
2009-10-12,0.175440,0.177090,0.173240,0.175440,-0.265154,7174751
2009-10-13,0.171590,0.177090,0.171590,0.171590,-0.259335,3676904
2009-10-14,0.169390,0.174340,0.168840,0.169390,-0.256010,2565573
2009-10-15,0.169940,0.173790,0.168840,0.169940,-0.256841,1245260
2009-10-16,null,null,null,null,null,null
2009-10-19,0.162790,0.167190,0.159490,0.162790,-0.246035,2119054
2009-10-20,0.166640,0.169390,0.164990,0.166640,-0.251854,4286098
2009-10-21,0.164990,0.168290,0.163890,0.164990,-0.249360,505053
2009-10-22,0.161690,0.164990,0.160040,0.161690,-0.244373,1162520
2009-10-23,null,null,null,null,null,null
2009-10-26,0.173790,0.173790,0.159490,0.173790,-0.262660,6368073
2009-10-27,0.164990,0.173240,0.164990,0.164990,-0.249360,3687881
2009-10-28,0.162240,0.166640,0.162240,0.162240,-0.245204,1249115
2009-10-29,0.158390,0.159490,0.154540,0.158390,-0.239385,3243099
2009-10-30,null,null,null,null,null,null
2009-11-02,0.157840,0.161690,0.155090,0.157840,-0.238554,1810996
2009-11-03,0.157290,0.162240,0.157290,0.157290,-0.237723,4989377
2009-11-04,0.159490,0.162240,0.158390,0.159490,-0.241048,2348483
2009-11-05,0.152340,0.162240,0.152340,0.152340,-0.230241,4905434
2009-11-06,null,null,null,null,null,null
2009-11-09,0.157290,0.159490,0.157290,0.157290,-0.237723,2880485
2009-11-10,0.162790,0.164440,0.159490,0.162790,-0.246035,4419793
2009-11-11,0.162240,0.166090,0.161690,0.162240,-0.245204,844981
2009-11-12,0.163340,0.163890,0.160590,0.163340,-0.246866,466544
2009-11-13,null,null,null,null,null,null
2009-11-16,0.162790,0.163890,0.161690,0.162790,-0.246035,425255
2009-11-17,0.163340,0.163890,0.162790,0.163340,-0.246866,924401
2009-11-18,0.164990,0.167740,0.163890,0.164990,-0.249360,2407944
2009-11-19,0.163340,0.166640,0.163340,0.163340,-0.246866,1086960
2009-11-20,null,null,null,null,null,null
2009-11-23,0.156740,0.160590,0.156740,0.156740,-0.236891,2098349
2009-11-24,0.156740,0.158940,0.156740,0.156740,-0.236891,825423
2009-11-25,0.156740,0.158390,0.156740,0.156740,-0.236891,918053
2009-11-27,null,null,null,null,null,null
2009-11-30,null,null,null,null,null,null
2009-12-01,null,null,null,null,null,null
2009-12-02,null,null,null,null,null,null
2009-12-03,null,null,null,null,null,null
2009-12-04,null,null,null,null,null,null
2009-12-07,0.142440,0.151240,0.142440,0.142440,-0.215279,1811391
2009-12-08,0.133090,0.142440,0.131990,0.133090,-0.201148,3034109
2009-12-09,0.125390,0.135290,0.124840,0.125390,-0.189510,4090275
2009-12-10,0.130890,0.131990,0.118240,0.130890,-0.197823,2844111
2009-12-11,null,null,null,null,null,null
2009-12-14,0.149590,0.149590,0.143540,0.149590,-0.226085,7235384
2009-12-15,0.141340,0.150690,0.140240,0.141340,-0.213616,4616122
2009-12-16,0.141890,0.142990,0.140240,0.141890,-0.214448,1710040
2009-12-17,null,null,null,null,null,null
2009-12-18,null,null,null,null,null,null
2009-12-21,0.131990,0.138040,0.130340,0.131990,-0.199485,3453606
2009-12-22,0.134190,0.138590,0.132540,0.134190,-0.202810,1662291
2009-12-23,0.128690,0.134740,0.128690,0.128690,-0.194498,1088820
2009-12-24,0.128690,0.133640,0.128690,0.128690,-0.194498,1350205
2009-12-28,0.129790,0.130890,0.127590,0.129790,-0.196160,3594934
2009-12-29,0.140790,0.141340,0.130890,0.140790,-0.212785,6118760
2009-12-30,0.142990,0.145190,0.140790,0.142990,-0.216110,8263504
2009-12-31,0.144090,0.144090,0.142990,0.144090,-0.217773,1510449
2010-01-04,0.149040,0.155090,0.148490,0.149040,-0.225254,5290382
2010-01-05,0.151240,0.153440,0.151240,0.151240,-0.228579,2419996
2010-01-06,0.152890,0.153440,0.151790,0.152890,-0.231073,3752461
2010-01-07,0.153990,0.155090,0.152890,0.153990,-0.232735,3662137
2010-01-08,null,null,null,null,null,null
2010-01-11,0.153440,0.153990,0.152340,0.153440,-0.231904,603163
2010-01-12,0.150140,0.154540,0.150140,0.150140,-0.226916,2389257
2010-01-13,0.148490,0.150690,0.148490,0.148490,-0.224423,1386221
2010-01-14,0.142990,0.149040,0.141890,0.142990,-0.216110,3228796
2010-01-15,null,null,null,null,null,null
2010-01-19,0.142990,0.144090,0.142990,0.144090,-0.217773,47277
2010-01-20,null,null,null,null,null,null
2010-01-21,0.137490,0.138590,0.135290,0.137490,-0.207798,751739
2010-01-22,null,null,null,null,null,null
2010-01-25,0.132540,0.133090,0.127590,0.132540,-0.200316,3711880
2010-01-26,0.130340,0.134740,0.129240,0.130340,-0.196991,769519
2010-01-27,0.124840,0.132540,0.124840,0.124840,-0.188679,723878
2010-01-28,0.124290,0.128140,0.123740,0.124290,-0.187848,1291558
2010-01-29,null,null,null,null,null,null
2010-02-01,null,null,null,null,null,null
2010-02-02,0.122640,0.124290,0.122090,0.122640,-0.185354,806340
2010-02-03,0.124840,0.125390,0.118790,0.124840,-0.188679,1430395
2010-02-04,0.123740,0.124840,0.123190,0.123740,-0.187016,2986067
2010-02-05,null,null,null,null,null,null
2010-02-08,0.122640,0.124290,0.121540,0.122640,-0.185354,1470850
